Title,Link,Price,Year,KM Driven,Fuel Type,Transmission,Location,AI Highlights,Price (detail page),KM Driven (detail page),EMI,Fuel Type (detail page),Transmission (detail page),Owner
Hyundai Alcazar Signature 6Str DCT,https://www.cardekho.com/buy-used-car-details/used-Hyundai-alcazar-signature-6str-dct-cars-Kolkata_263f5d58-89f4-4a62-a602-004cb00c5302.htm,14.58L,2023,"37,994 kms",Petrol,Automatic,"E.K.T, Kolkata","AI Expert
GREAT PRICE
1st owner, no accident, 38k km — records look solid on this Alcazar.
300-point inspection done. Warranty included.
Read full report",₹14.58 Lakh,"37,994 km","EMI from ₹36,189/mo",Petrol,Automatic,1st Owner
Toyota Corolla Altis G AT,https://www.cardekho.com/used-car-details/used-Toyota-corolla-altis-g-at-cars-Kolkata_bd646ac6-8cc3-40fd-8cbb-90e07c3ec610.htm,4.65L,2015,"47,599 kms",Petrol,Automatic,"Kalighat, Kolkata","AI Expert
GREAT PRICE
1st owner, 48k km — history looks solid on this Corolla Altis.
Toyota's reliability reputation makes it a strong long-term choice.
Read full report",₹4.65 Lakh,"47,599 km","EMI from ₹37,675/mo",Petrol,Automatic,1st Owner
Kia Carens Luxury Turbo 2022-2023,https://www.cardekho.com/used-car-details/used-Kia-carens-luxury-turbo-2022-2023-cars-Kolkata_f8343032-b0f5-4dfd-b9c0-e93794ae1b94.htm,12L,2022,"64,000 kms",Petrol,Manual,"Prince Gulam Hussain Shah Road, Poddar Nagar, Jadavpur, Kolkata","AI Expert
FAIR PRICE
1st owner, no tampering, 64k km — records look solid on this Carens.
Kia is known for a feature-rich cabin at a competitive price.
Read full report",₹12 Lakh,"64,000 km","EMI from ₹29,785/mo",Petrol,Manual,1st Owner
Volkswagen Polo 1.2 MPI Comfortline,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-12-mpi-comfortline-cars-Kolkata_72ec2f1d-68f4-4538-960d-db0567a65fc8.htm?adId=30705&adType=41,2.50L,2014,"1,10,000 kms",Petrol,Manual,"Kalighat, Kolkata","AI Expert
GREAT PRICE
1st owner, no accident, 110k km — history is traceable on this Polo.
Simple to run, easy to park.
Read full report",₹2.50 Lakh,"1,10,000 km",,Petrol,Manual,1st Owner
Ford Aspire 1.2 Ti-VCT Titanium,https://www.cardekho.com/used-car-details/used-Ford-aspire-12-ti-vct-titanium-cars-Kolkata_728d824c-487c-4902-8ca8-44d9ecb37cf5.htm,2.93L,2017,"66,345 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
2nd owner, no accident, 66k km — papers are clean on this Aspire.
Ford exited India in 2021 — verify parts availability first.
Read full report",₹2.93 Lakh,"66,345 km","EMI from ₹9,064/mo",Petrol,Manual,2nd Owner
MG Hector Sharp DCT,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-dct-cars-Kolkata_a3e3e185-00f0-4a7f-a3a3-3ec58af54380.htm,6.99L,2019,"90,000 kms",Petrol,Automatic,"Kasba, Kolkata","AI Expert
BELOW MARKET
1st owner, 90k km — history is traceable on this Hector.
Read the full verdict before you decide.
Read full report",₹6.99 Lakh,"90,000 km","EMI from ₹17,350/mo",Petrol,Automatic,1st Owner
Mahindra XUV 3XO AX5 L Turbo AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv-3xo-ax5-l-turbo-at-cars-Kolkata_04f5d443-66e4-4c4a-8669-a368881e58b7.htm,11.49L,2026,"15,444 kms",Petrol,Automatic,"Vivekanandapur, Kolkata","AI Expert
GREAT PRICE
1st owner, 15k km on this XUV 3XO — documents are clear.
Only 15k km — lower than 92% of similar XUV 3XOs on CarDekho.
Read full report",₹11.49 Lakh,"15,444 km
Below avg","EMI from ₹28,519/mo",Petrol,Automatic,1st Owner
Mercedes-Benz A Class A180 CDI,https://www.cardekho.com/used-car-details/used-Mercedes-benz-a-class-a180-cdi-cars-Kolkata_02090b5d-84bd-4b43-be8b-5f670d1af189.htm?adId=29891&adType=41,10L,2014,"40,000 kms",Diesel,Automatic,"Gobinda Khatick Road, Kolkata","AI Expert
GREAT PRICE
2nd owner, 40k km — papers are clean on this A Class.
Simple to run, easy to park.
Read full report",₹10 Lakh,"40,000 km",,Diesel,Automatic,2nd Owner
Hyundai Grand i10 1.2 Kappa Asta,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Kolkata_1ce9fdf1-7f80-4ba1-b6d3-d13b269421d5.htm,3.13L,2014,"24,459 kms",Petrol,Manual,"E.K.T, Kolkata","AI Expert
GREAT PRICE
1st owner, 24k km — history looks solid on this Grand i10.
Only 24k km — lower than 80% of similar Grand i10s on CarDekho.
Read full report",₹3.13 Lakh,"24,459 km
Below avg",,Petrol,Manual,1st Owner
Mahindra Thar LX 4WD Convert Top Diesel BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-convert-top-diesel-bsvi-cars-Kolkata_20535181-93f7-4b45-adb2-f14704143ce3.htm,9.99L,2020,"35,000 kms",Diesel,Manual,"Bhawanipore, Kolkata","AI Expert
GREAT PRICE
1st owner, no accident, 35k km — documents are clean on this Thar.
Mahindra SUVs are built for Indian roads — rugged and reliable.
Read full report",₹9.99 Lakh,"35,000 km","EMI from ₹24,796/mo",Diesel,Manual,1st Owner
MG Hector Sharp CVT,https://www.cardekho.com/used-car-details/used-Mg-hector-sharp-cvt-cars-Kolkata_1e893910-6edd-47ed-bfb0-be2630d0b22f.htm,10.50L,2022,"30,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
BELOW MARKET
1st owner, 30k km — records look solid on this Hector.
Read the full verdict before you decide.
Read full report",₹10.50 Lakh,"30,000 km
Below avg","EMI from ₹26,062/mo",Petrol,Automatic,1st Owner
Toyota Fortuner 2.8 4WD AT BSIV,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-4wd-at-bsiv-cars-Kolkata_7844cecd-3a1a-4233-9dc0-58be23482017.htm?adId=30843&adType=41,22L,2017,"1,20,000 kms",Diesel,Automatic,"Jodhpur Park, Kolkata","AI Expert
GREAT PRICE
1st owner, 120k km — ownership is clean on this Fortuner.
Simple to run, easy to park.
Read full report",₹22 Lakh,"1,20,000 km","EMI from ₹68,154/mo",Diesel,Automatic,1st Owner
Hyundai Alcazar Prestige Turbo 7 Seater BSVI,https://www.cardekho.com/used-car-details/used-Hyundai-alcazar-prestige-turbo-7-seater-bsvi-cars-Kolkata_b5f30bab-dd35-4a4c-877f-1ecd376b9ef1.htm,11.99L,2023,"7,520 kms",Petrol,Manual,"Entally, Kolkata","AI Expert
GREAT PRICE
1st owner, 8k km — history looks solid on this Alcazar.
Only 8k km — lower than 96% of similar Alcazars on CarDekho.
Read full report",₹11.99 Lakh,"7,520 km
Below avg","EMI from ₹29,763/mo",Petrol,Manual,1st Owner
Skoda Kushaq 1.5 TSI Ambition DSG DT,https://www.cardekho.com/used-car-details/used-Skoda-kushaq-15-tsi-ambition-dsg-dt-cars-Kolkata_8a74bcbc-f8a8-4759-9170-2cc0cde1c73d.htm,12.75L,2023,"17,000 kms",Petrol,Automatic,"Ballygunge RS, Kolkata","AI Expert
ABOVE MARKET
1st owner, 17k km — history looks solid on this Kushaq.
Skoda service is easy to find.
Read full report",₹12.75 Lakh,"17,000 km
Below avg","EMI from ₹31,646/mo",Petrol,Automatic,1st Owner
Tata Tiago XTA AMT,https://www.cardekho.com/used-car-details/used-Tata-tiago-xta-amt-cars-Kolkata_851313b3-2d1f-4370-9cc5-c00e54bc74da.htm,5L,2023,"18,000 kms",Petrol,Automatic,"Mahestala, Kolkata","AI Expert
GREAT PRICE
2nd owner, 18k km — key checks pass on this Tiago.
Only 18k km — lower than 90% of similar Tiagos on CarDekho.
Read full report",₹5 Lakh,"18,000 km
Below avg","EMI from ₹12,411/mo",Petrol,Automatic,2nd Owner
Volkswagen Polo 1.2 MPI Comfortline,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-12-mpi-comfortline-cars-Kolkata_72ec2f1d-68f4-4538-960d-db0567a65fc8.htm?adId=30705&adType=41,2.50L,2014,"1,10,000 kms",Petrol,Manual,"Kalighat, Kolkata","AI Expert
GREAT PRICE
1st owner, no accident, 110k km — history is traceable on this Polo.
Simple to run, easy to park.
Read full report",₹2.50 Lakh,"1,10,000 km",,Petrol,Manual,1st Owner
Hyundai Creta SX Diesel,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-sx-diesel-cars-Kolkata_8b908304-7e08-4046-80da-e40e77e798c6.htm,9.50L,2022,"99,981 kms",Diesel,Manual,"E.K.T, Kolkata","AI Expert
BELOW MARKET
1st owner, 100k km — history is traceable on this Creta.
300-point inspection done. Warranty included.
Read full report",₹9.50 Lakh,"99,981 km","EMI from ₹23,569/mo",Diesel,Manual,1st Owner
Maruti Suzuki Wagon R AMT VXI,https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-amt-vxi-cars-Kolkata_8e2415af-1b0f-4276-8fd1-930e3ce98fdd.htm,2.85L,2019,"40,000 kms",Petrol,Automatic,"Dumdum Road, Kolkata","AI Expert
BELOW MARKET
3rd owner, no accident, 40k km — history is traceable.
Maruti service is available in almost every city and town.
Read full report",₹2.85 Lakh,"40,000 km","EMI from ₹7,074/mo",Petrol,Automatic,3rd Owner
Maruti Suzuki Alto 800 LXI,https://www.cardekho.com/used-car-details/used-Maruti-alto-800-lxi-cars-Kolkata_474f95e2-375a-422a-9551-2ae6bfaf363b.htm,2.10L,2016,"35,925 kms",Petrol,Manual,"Jairampur, Kolkata","AI Expert
GREAT PRICE
1st owner, 36k km — history looks clean on this Alto 800.
Maruti service is available in almost every city and town.
Read full report",₹2.10 Lakh,"35,925 km","EMI from ₹9,120/mo",Petrol,Manual,1st Owner
Toyota Fortuner 2.8 4WD AT BSIV,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-4wd-at-bsiv-cars-Kolkata_7844cecd-3a1a-4233-9dc0-58be23482017.htm?adId=30843&adType=41,22L,2017,"1,20,000 kms",Diesel,Automatic,"Jodhpur Park, Kolkata","AI Expert
GREAT PRICE
1st owner, 120k km — ownership is clean on this Fortuner.
Simple to run, easy to park.
Read full report",₹22 Lakh,"1,20,000 km","EMI from ₹68,154/mo",Diesel,Automatic,1st Owner
Tata Nexon XZA Plus HS AMT,https://www.cardekho.com/used-car-details/used-Tata-nexon-xza-plus-hs-amt-cars-Kolkata_305e20d5-fc06-40d8-8f23-a4c87a92cfd4.htm,7.50L,2022,"33,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
GREAT PRICE
1st owner, 33k km — documents are clean on this Nexon.
Nexon was the first Indian car to get a .
Read full report",₹7.50 Lakh,"33,000 km","EMI from ₹18,616/mo",Petrol,Automatic,1st Owner
Toyota Yaris J CVT BSIV,https://www.cardekho.com/used-car-details/used-Toyota-yaris-j-cvt-bsiv-cars-Kolkata_2485ac88-88c3-4dd8-87d8-a7ce8adbe5fe.htm,4.25L,2018,"26,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
GREAT PRICE
2nd owner, 26k km, no accident on this Yaris.
Price dropped ₹40k — now at ₹4.2L.
Read full report",₹4.25 Lakh,"26,000 km","EMI from ₹10,549/mo",Petrol,Automatic,2nd Owner
Maruti Suzuki Ignis Alpha BSVI,https://www.cardekho.com/used-car-details/used-Maruti-ignis-alpha-bsvi-cars-Kolkata_4cfb4298-558b-435d-8870-a3130bc86312.htm,4L,2021,"45,787 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
1st owner, 46k km — history looks solid on this Ignis.
Comprehensive insurance — valid till March 2027.
Read full report",₹4 Lakh,"45,787 km","EMI from ₹9,929/mo",Petrol,Manual,1st Owner
Honda BR-V i-VTEC E MT,https://www.cardekho.com/used-car-details/used-Honda-br-v-i-vtec-e-mt-cars-Kolkata_ef38b0b8-f90c-4ad2-9446-f03843ff359c.htm?adId=28419&adType=41,5L,2017,"70,000 kms",Petrol,Manual,"Unnamed Road, Neogipara, Ashokgarh, Kolkata","AI Expert
FAIR PRICE
1st owner, no accident — 70k km is normal for this BR-V.
Honda engines are known to last well over high km.
Read full report",₹5 Lakh,"70,000 km","EMI from ₹15,490/mo",Petrol,Manual,1st Owner
Maruti Suzuki Alto 800 VXI,https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-800-vxi-cars-Kolkata_5506be33-5c66-4b74-9961-b4d9e6ae4f29.htm,2.22L,2019,"92,928 kms",Petrol,Manual,"E.K.T, Kolkata","AI Expert
BELOW MARKET
1st owner, 93k km — documents are clean on this Alto 800.
300-point inspection done. Warranty included.
Read full report",₹2.22 Lakh,"92,928 km","EMI from ₹5,514/mo",Petrol,Manual,1st Owner
Maruti Suzuki Alto K10 LXI (O),https://www.cardekho.com/buy-used-car-details/used-Maruti-alto-k10-lxi-o-cars-Kolkata_8c54f598-1f33-43c6-b82e-b43610c1de39.htm,1.40L,2013,"66,801 kms",Petrol,Manual,"University, Kolkata","AI Expert
BELOW MARKET
1st owner, 67k km — history is traceable on this Alto K10.
Price dropped ₹26k — now at ₹1.4L.
Read full report",₹1.40 Lakh,"66,801 km",,Petrol,Manual,1st Owner
Hyundai Alcazar Platinum 7-Seater,https://www.cardekho.com/used-car-details/used-Hyundai-alcazar-platinum-7-seater-cars-Kolkata_451c5a3c-6cfd-4518-b111-a451f5fe93fb.htm,12.80L,2021,"50,000 kms",Petrol,Manual,"Kankurgachi, Kolkata","AI Expert
GREAT PRICE
1st owner, 50k km — key checks pass on this Alcazar.
Hyundai service is easy to find.
Read full report",₹12.80 Lakh,"50,000 km","EMI from ₹31,770/mo",Petrol,Manual,1st Owner
Mercedes-Benz AMG GLA 35 4MATIC BSVI,https://www.cardekho.com/used-car-details/used-Mercedes-benz-amg-gla-35-4matic-bsvi-cars-Kolkata_530287af-8d85-49bd-a73e-90dbfcc04fa4.htm?adId=28737&adType=41,42L,2022,"41,000 kms",Petrol,Automatic,"E.K.T, Kolkata","AI Expert
GREAT PRICE
1st owner, 41k km — key checks pass on this AMG GLA 35.
Mercedes at used-car pricing — badge, cabin, tech.
Read full report",₹42 Lakh,"41,000 km","EMI from ₹1,04,245/mo",Petrol,Automatic,1st Owner
Honda Amaze 2nd Gen VX,https://www.cardekho.com/used-car-details/used-Honda-amaze-2nd-gen-vx-cars-Kolkata_6d157572-a705-4c93-93ba-42dfefafbc27.htm,6.21L,2022,"33,104 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
1st owner, 33k km — records look solid on this Amaze 2nd Gen.
300-point inspection done. Warranty included.
Read full report",₹6.21 Lakh,"33,104 km
Below avg","EMI from ₹15,403/mo",Petrol,Manual,1st Owner
Hyundai Grand i10 Sportz,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-sportz-cars-Kolkata_0fcd3627-ac07-4b37-90d9-959462cc99ad.htm,2.90L,2016,"41,363 kms",Petrol,Manual,"Beleghata, Kolkata","AI Expert
GREAT PRICE
2nd owner, 41k km — key checks pass on this Grand i10.
Hyundai has a wide service network across India.
Read full report",₹2.90 Lakh,"41,363 km
Below avg","EMI from ₹12,594/mo",Petrol,Manual,2nd Owner
Mahindra KUV 100 NXT G80 K2 Plus 6 Str,https://www.cardekho.com/buy-used-car-details/used-Mahindra-kuv-100-nxt-g80-k2-plus-6-str-cars-Kolkata_331fb149-14f5-49d7-9cbb-8970adf49819.htm,2.57L,2018,"57,106 kms",Petrol,Manual,"E.K.T, Kolkata","AI Expert
BELOW MARKET
2nd owner, 57k km — key checks pass on this KUV 100 NXT.
300-point inspection done. Warranty included.
Read full report",₹2.57 Lakh,"57,106 km","EMI from ₹6,379/mo",Petrol,Manual,2nd Owner
MG Gloster Black Storm 4x4 7Str,https://www.cardekho.com/used-car-details/used-Mg-gloster-black-storm-4x4-7str-cars-Kolkata_b6eeaea5-8059-4089-8908-e4b36160d598.htm?adId=28906&adType=41,32.50L,2024,"10,000 kms",Diesel,Automatic,"Ullaskar Datta Road, Sadapur, New Alipore, Kolkata","AI Expert
GREAT PRICE
2nd owner, 10k km on this 2024 Gloster — ownership is verified.
2 year old, only 10k km — near-new in every sense.
Read full report",₹32.50 Lakh,"10,000 km
Below avg","EMI from ₹80,666/mo",Diesel,Automatic,2nd Owner
Maruti Suzuki Alto 800 VXI,https://www.cardekho.com/used-car-details/used-Maruti-alto-800-vxi-cars-Kolkata_2c3fa743-c068-444c-9e64-a2c877536b06.htm,1.55L,2015,"56,000 kms",Petrol,Manual,"Santoshpur, Kolkata","AI Expert
BELOW MARKET
1st owner, km flagged — 56k km on this Alto 800.
Simple to run, easy to park.
Read full report",₹1.55 Lakh,"56,000 km","EMI from ₹12,559/mo",Petrol,Manual,1st Owner
Volkswagen Taigun 1.0 Topline,https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-10-topline-cars-Kolkata_31b0abc9-7167-497b-8f38-e3a9c45d7b0d.htm,9.50L,2023,"41,622 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
2nd owner, 42k km — records look solid on this Taigun.
Comprehensive insurance — valid till March 2027.
Read full report",₹9.50 Lakh,"41,622 km","EMI from ₹23,583/mo",Petrol,Manual,2nd Owner
Hyundai Exter SX,https://www.cardekho.com/used-car-details/used-Hyundai-exter-sx-cars-Kolkata_c729673d-9782-41af-b215-9edae4b2ba78.htm,8L,2025,"10,000 kms",Petrol,Manual,Kolkata,"AI Expert
GREAT PRICE
1st owner, 10k km — documents are clear on this Exter.
1 year old, only 10k km — near-new in every sense.
Read full report",₹8 Lakh,"10,000 km
Below avg","EMI from ₹19,857/mo",Petrol,Manual,1st Owner
MG Gloster Black Storm 4x4 7Str,https://www.cardekho.com/used-car-details/used-Mg-gloster-black-storm-4x4-7str-cars-Kolkata_b6eeaea5-8059-4089-8908-e4b36160d598.htm?adId=28906&adType=41,32.50L,2024,"10,000 kms",Diesel,Automatic,"Ullaskar Datta Road, Sadapur, New Alipore, Kolkata","AI Expert
GREAT PRICE
2nd owner, 10k km on this 2024 Gloster — ownership is verified.
2 year old, only 10k km — near-new in every sense.
Read full report",₹32.50 Lakh,"10,000 km
Below avg","EMI from ₹80,666/mo",Diesel,Automatic,2nd Owner
Maruti Suzuki XL6 Alpha,https://www.cardekho.com/used-car-details/used-Maruti-xl6-alpha-cars-Kolkata_1354938b-2f61-4732-acad-c1478e264fa4.htm,7.50L,2022,"20,000 kms",Petrol,Manual,"Sector 3, Bidhannagar, Kolkata","AI Expert
FAIR PRICE
1st owner, no accident, 20k km — ownership is clean on this XL6.
Only 20k km — lower than 83% of similar XL6s on CarDekho.
Read full report",₹7.50 Lakh,"20,000 km
Below avg","EMI from ₹18,616/mo",Petrol,Manual,1st Owner
Hyundai Venue SX Opt Turbo iMT BSVI,https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-opt-turbo-imt-bsvi-cars-Kolkata_51f8f814-b24d-4d0d-890d-a182433ebc25.htm,8.25L,2023,"29,000 kms",Petrol,Manual,"Kasba, Kolkata","AI Expert
GREAT PRICE
1st owner, 29k km — history looks solid on this Venue.
Hyundai has a wide service network across India.
Read full report",₹8.25 Lakh,"29,000 km
Below avg","EMI from ₹20,477/mo",Petrol,Manual,1st Owner
Maruti Suzuki Grand Vitara Alpha,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-cars-Kolkata_50284b9e-462b-4592-8769-76b5e1e4871c.htm,12.72L,2025,"21,377 kms",Petrol,Manual,"University, Kolkata","AI Expert
GREAT PRICE
1st owner, 21k km — papers are clean on this Grand Vitara.
Only 1 years old — near-new at used-car pricing.
Read full report",₹12.72 Lakh,"21,377 km
Below avg","EMI from ₹31,584/mo",Petrol,Manual,1st Owner
Honda City i VTEC VX,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-vx-cars-Kolkata_d82f894e-7301-4d16-aa84-d359bc7b20df.htm?adId=33177&adType=41,3.85L,2016,"90,000 kms",Petrol,Manual,"Garia Bt, Kolkata","AI Expert
GREAT PRICE
2nd owner, 90k km on this City — records look solid.
Honda City holds strong resale value — easy to sell when you upgrade.
Read full report",₹3.85 Lakh,"90,000 km","EMI from ₹16,719/mo",Petrol,Manual,2nd Owner
Tata Harrier XZA Plus AT BSVI,https://www.cardekho.com/buy-used-car-details/used-Tata-harrier-xza-plus-at-bsvi-cars-Kolkata_6d43ece8-a248-478d-8d80-a23c710b664c.htm,10.55L,2021,"80,367 kms",Diesel,Automatic,"University, Kolkata","AI Expert
BELOW MARKET
1st owner, 80k km — records look solid on this Harrier.
Price dropped ₹51k — now at ₹10.6L.
Read full report",₹10.55 Lakh,"80,367 km","EMI from ₹26,188/mo",Diesel,Automatic,1st Owner
Hyundai i20 1.2 Asta,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-12-asta-cars-Kolkata_0f7d0404-7f0a-4e82-a493-1de9dc0eaa29.htm,4.03L,2018,"69,904 kms",Petrol,Manual,"University, Kolkata","AI Expert
BELOW MARKET
1st owner, km flagged — key checks pass on this i20.
300-point inspection done. Warranty included.
Read full report",₹4.03 Lakh,"69,904 km","EMI from ₹9,998/mo",Petrol,Manual,1st Owner
Honda Jazz 1.5 S i DTEC,https://www.cardekho.com/used-car-details/used-Honda-jazz-15-s-i-dtec-cars-Kolkata_994f013d-cd1e-4f1c-8866-18cbae0282d3.htm,3.25L,2016,"54,000 kms",Diesel,Manual,"Kalighat, Kolkata","AI Expert
GREAT PRICE
2nd owner, 54k km — key checks pass on this Jazz.
Simple to run, easy to park.
Read full report",₹3.25 Lakh,"54,000 km","EMI from ₹14,113/mo",Diesel,Manual,2nd Owner
Mercedes-Benz AMG GLA 35 4MATIC BSVI,https://www.cardekho.com/used-car-details/used-Mercedes-benz-amg-gla-35-4matic-bsvi-cars-Kolkata_530287af-8d85-49bd-a73e-90dbfcc04fa4.htm?adId=28737&adType=41,42L,2022,"41,000 kms",Petrol,Automatic,"E.K.T, Kolkata","AI Expert
GREAT PRICE
1st owner, 41k km — key checks pass on this AMG GLA 35.
Mercedes at used-car pricing — badge, cabin, tech.
Read full report",₹42 Lakh,"41,000 km","EMI from ₹1,04,245/mo",Petrol,Automatic,1st Owner
Volkswagen Polo 1.2 MPI Comfortline,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-12-mpi-comfortline-cars-Kolkata_72ec2f1d-68f4-4538-960d-db0567a65fc8.htm,2.50L,2014,"1,10,000 kms",Petrol,Manual,"Kalighat, Kolkata",,₹2.50 Lakh,"1,10,000 km",,Petrol,Manual,1st Owner
Mercedes-Benz A Class A180 CDI,https://www.cardekho.com/used-car-details/used-Mercedes-benz-a-class-a180-cdi-cars-Kolkata_02090b5d-84bd-4b43-be8b-5f670d1af189.htm,10L,2014,"40,000 kms",Diesel,Automatic,"Gobinda Khatick Road, Kolkata",,₹10 Lakh,"40,000 km",,Diesel,Automatic,2nd Owner
